Course_number_group,Term,Course_number,subject,score,course_units
2531689_07,4031,2531689,مهندسي كامپيوتر,----,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,14,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,18.5,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,9.9,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,16.5,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,17,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,9.9,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,11,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,11,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,20,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,14,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,10,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,10,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,20,4            
2531689_07,4031,2531689,مهندسي برق,10,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,20,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,17,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,10.5,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,14,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,17,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,16,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,20,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,20,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,13,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,16,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,20,4            
2531689_07,4031,2531689,مهندسي برق,9.9,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,19,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,16.5,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,16,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,10,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,14,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,9.9,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,9.9,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,16,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,20,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,10,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,19,4            
2531689_07,4031,2531689,مهندسي كامپيوتر,20,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,10,4            
2531689_08,4031,2531689,مهندسي و علم مواد,10,4            
2531689_08,4031,2531689,مهندسي و علم مواد,10,4            
2531689_08,4031,2531689,مهندسي و علم مواد,----,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,16,4            
2531689_08,4031,2531689,مهندسي و علم مواد,----,4            
2531689_08,4031,2531689,مهندسي مواد و متالورژي,----,4            
2531689_08,4031,2531689,مهندسي و علم مواد,12,4            
2531689_08,4031,2531689,مهندسي و علم مواد,----,4            
2531689_08,4031,2531689,مهندسي و علم مواد,10.5,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,----,4            
2531689_08,4031,2531689,مهندسي و علم مواد,10,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,10,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.9,4            
2531689_08,4031,2531689,مهندسي مواد و متالورژي,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.5,4            
2531689_08,4031,2531689,مهندسي و علم مواد,10,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,10,4            
2531689_08,4031,2531689,مهندسي و علم مواد,10,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,10,4            
2531689_08,4031,2531689,مهندسي و علم مواد,----,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.5,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,9.75,4            
2531689_08,4031,2531689,مهندسي و علم مواد,----,4            
